number,page,click,service_id,service_name,time,duration
639,page 105,click (2411 578),,Elephant & Castle to Queen's Park,22:53:00,00:32:00
640,page 105,click (2411 647),,Queen's Park to Elephant & Castle,22:54:00,00:29:00
641,page 105,click (2411 716),,Elephant & Castle - Stonebridge Park,22:57:00,00:42:00
642,page 105,click (2411 785),,Elephant & Castle - Harrow & Wealdstone,23:00:00,00:56:00
643,page 105,click (2411 854),,Stonebridge Park - Elephant & Castle,23:04:00,00:45:00
644,page 105,click (2411 923),,Harrow & Wealdstone to Elephant & Castle,23:04:00,00:51:00
645,page 106,click (2411 578),,Elephant & Castle to Queen's Park,23:04:00,00:30:00
646,page 106,click (2411 647),,Queen's Park to Waterloo,23:06:00,00:31:00
647,page 106,click (2411 716),,Elephant & Castle to Queen's Park,23:08:00,00:33:00
648,page 106,click (2411 785),,Queen's Park to Elephant & Castle,23:10:00,00:29:00
649,page 106,click (2411 854),,Elephant & Castle - Stonebridge Park,23:12:00,00:45:00
650,page 106,click (2411 923),,Queen's Park to Waterloo,23:22:00,00:33:00
651,page 107,click (2411 785),,Elephant & Castle to Queen's Park,23:24:00,00:29:00
652,page 107,click (2411 854),,Queen's Park to Elephant & Castle,23:30:00,00:29:00
